,0
0,86.634
1,0.0
2,51.846
3,46.405
4,18.647
5,0.0
6,0.0
7,17.025
8,6.939
9,6.492
10,0.0
11,0.586
12,2.432
13,6.279
14,16.992
15,11.399
16,0.0
17,27.0
18,49.118
19,54.512
20,62.292
21,63.756
22,0.0
23,79.131
24,117.599
25,0.0
26,140.955
