,0
0,530.654
1,302.001
2,908.225
3,368.385
4,4.856
5,107.037
6,993.385
7,4.856
8,23.695
9,687.941
10,446.159
11,79.121
12,374.575
13,0.0
14,333.095
15,427.296
16,4.856
17,48.554
18,687.941
19,636.618
20,2097.398
21,1588.821
22,388.27
23,4.856
24,4.856
25,4.856
26,4.856
27,0.0
28,4.856
29,4.856
30,4801.972
31,4801.972
32,4.856
33,765.819
34,190.076
35,15.425
36,4801.972
37,4.856
38,4.856
39,4801.972
