,0
0,179.916
1,269.663
2,261.892
3,357.614
4,284.751
5,101.073
6,143.799
7,66.477
8,182.586
9,273.524
10,0.1
11,0.907
12,6.066
13,0.848
14,0.1
15,118.063
16,57.39
17,112.038
18,164.829
19,230.934
20,91.57
21,275.278
22,222.882
23,170.984
24,171.887
25,178.557
26,180.117
27,170.96
28,174.219
29,170.271
30,35.793
31,19.04
32,109.749
33,128.307
34,334.932
35,276.33
36,174.904
37,124.423
38,116.326
39,0.1
40,105.633
41,201.026
42,0.113
43,128.829
44,0.1
45,246.042
46,212.851
47,124.91
